dev_best_accuracy_t33	dev_best_accuracy_t50	dev_best_accuracy_t66	dev_best_f1_t33	dev_best_f1_t50	dev_best_f1_t66	dev_best_precision_t33	dev_best_precision_t50	dev_best_precision_t66	dev_best_recall_t33	dev_best_recall_t50	dev_best_recall_t66	dev_file_indices	dir	path	run_desc	run_description	steps_train	test_accuracy_t33	test_accuracy_t50	test_accuracy_t66	test_f1_t33	test_f1_t50	test_f1_t66	test_precision_t33	test_precision_t50	test_precision_t66	test_recall_t33	test_recall_t50	test_recall_t66	time_s	tree_embedder
0.7354	0.7768	0.738	0.7789473339239456	0.7775119962926038	0.687649029067928	0.6700201	0.7768924	0.8542654	0.9301676	0.7781325	0.575419	6,7	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx6-7_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx6-7_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/4	600	0.73682946	0.77019083	0.7354294	0.7779839798394719	0.7678318747665396	0.6816825751166404	0.6727559	0.7757635	0.8554173	0.92223376	0.7600608	0.5666053	674.799128	
0.7732	0.7806	0.7732	0.7953068644650981	0.7841826061564252	0.7528334569041824	0.72971183	0.7779079	0.8355104	0.8738596	0.7905593	0.6850456	8,9	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/0	1000	0.7704308	0.78095126	0.7688308	0.7918766939182884	0.7828190978717754	0.746701730098984	0.7241974	0.7761699	0.8257076	0.8735099	0.78958315	0.68149453	762.145455	
0.7646	0.7758	0.7612	0.7931094926866306	0.7808406442944283	0.7349023025611897	0.7121212	0.76985353	0.8345941	0.894883	0.79214597	0.6564855	8,9	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/1	800	0.7591904	0.77831113	0.7656706	0.787953513148059	0.7815529831498158	0.7394359551089403	0.70385754	0.7702587	0.83261544	0.8948716	0.79318345	0.6650132	717.14876	
0.7736	0.774	0.7502	0.794555351433901	0.7698574799174668	0.7132032136882444	0.73235196	0.791126	0.846783	0.8683062	0.7497025	0.6160254	8,9	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/2	1000	0.77391094	0.7808712	0.7591104	0.7936624210913078	0.7769725480159193	0.7242674036673487	0.7298731	0.79101384	0.84669733	0.86966956	0.76342106	0.6327706	762.487525	
0.7426	0.7726	0.7536	0.7843859816254429	0.782309051252206	0.7232704157018613	0.6789443	0.7561066	0.8337649	0.9285998	0.8103927	0.63863546	8,9	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/3	800	0.7390696	0.774431	0.76371056	0.7813495008542786	0.7819496033905139	0.7358583261004926	0.672378	0.7566981	0.83414435	0.9324746	0.8089447	0.65829265	723.569052	
0.774	0.7766	0.7336	0.7909729829932931	0.7617829149816724	0.6735293943929376	0.7410745	0.82380074	0.8813342	0.84807616	0.708449	0.54502183	8,9	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx8-9_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl50_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/4	800	0.7719909	0.77139086	0.7381895	0.7884658397327038	0.7551098632924992	0.681089533623439	0.73530835	0.81297284	0.871012	0.849908	0.7049364	0.55916476	718.260421	
0.8994	0.901	0.8986	0.900847613228733	0.9014140210838372	0.8982540265943713	0.88428795	0.89375985	0.89735365	0.9180394	0.9092005	0.8991563	0,1	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/0	4200	0.89891595	0.89927596	0.899036	0.9009756915741615	0.9002456421710238	0.8990884586719189	0.8829493	0.8916268	0.8985855	0.91975355	0.9090327	0.899592	16107.107676	
0.9016	0.901	0.8984	0.9003645032697192	0.8990414025480897	0.8956450534768532	0.9077174	0.91300744	0.91635144	0.89312977	0.8854962	0.8758538	0,1	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/1	3200	0.9047562	0.9039562	0.9027161	0.904458053983598	0.9027974567657104	0.9006941443380821	0.9072613	0.9137846	0.91977316	0.9016721	0.89207137	0.8823906	13691.585113	
0.8886	0.9002	0.8972	0.8948064348886893	0.9015584994166245	0.8951020681922217	0.8442623	0.8856589	0.90958107	0.9517879	0.9180394	0.88107675	0,1	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/2	1000	0.89159566	0.90323615	0.9045962	0.8978668762393796	0.9053044017351152	0.9034061118618735	0.84873533	0.8863253	0.9147802	0.95303625	0.92511404	0.8923114	8149.195696	
0.9006	0.9018	0.8984	0.9027587733780296	0.9016623181947442	0.8956450534768532	0.8798627	0.89896166	0.91635144	0.9268783	0.90437925	0.8758538	0,1	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/3	1400	0.900236	0.90319616	0.90127605	0.9026541454858703	0.9033237124282123	0.8990345214009912	0.881259	0.9020985	0.9198828	0.92511404	0.90455234	0.87911034	9287.130749	
0.8958	0.9018	0.895	0.8990505789126456	0.901741044471937	0.8910562321508322	0.8682635	0.8983254	0.9214592	0.93210125	0.9051828	0.86259544	0,1	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx0-1_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/4	800	0.90171605	0.9087163	0.9047962	0.9051460931784157	0.9089312892563763	0.9019122995400434	0.8745897	0.9067601	0.93004674	0.937915	0.9111129	0.87543005	7960.99521	
0.9092	0.909	0.9068	0.9120154898148282	0.9098474118337267	0.9054766736535609	0.88625234	0.9032258	0.92041236	0.93932134	0.91656685	0.891018	2,3	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/0	1200	0.9043162	0.9076763	0.9066763	0.90699842230705	0.9084054719259973	0.905412536691289	0.8822328	0.9012521	0.9178037	0.93319464	0.91567326	0.8933515	6152.112174	
0.9016	0.904	0.9012	0.9031114268768732	0.9044205166757453	0.9008430000606026	0.8911776	0.9022646	0.9059346	0.9153693	0.9065868	0.8958084	2,3	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/1	2800	0.899756	0.90095603	0.900676	0.9012063780254839	0.9013467389089524	0.9000764510217582	0.88831896	0.8977697	0.9055061	0.9144732	0.9049524	0.89471155	12904.487059	
0.9004	0.907	0.9054	0.9035630964918879	0.9080846077868735	0.9048481306205698	0.87739754	0.89937353	0.9120032	0.9313373	0.9169661	0.8978044	2,3	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/2	1200	0.9021561	0.90607625	0.9047962	0.905581679736195	0.9074789080500986	0.9043946369047454	0.8749161	0.8940911	0.90818876	0.9384751	0.9212737	0.900632	9183.867811	
0.8996	0.9042	0.8958	0.9022585753920377	0.9028988666318699	0.8903388761408616	0.88065374	0.9172158	0.9416741	0.9249501	0.88902193	0.84431136	2,3	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/3	1000	0.9024761	0.9046362	0.89203566	0.904825102678651	0.9030578947546811	0.8854948704334994	0.88350993	0.9182171	0.9425578	0.9271942	0.8883911	0.8349468	8708.561634	
0.9046	0.9036	0.9036	0.9060098587865231	0.904060495921518	0.903135035009785	0.8945525	0.9015482	0.9093484	0.9177645	0.9065868	0.897006	2,3	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx2-3_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/4	3000	0.90091604	0.9021561	0.9027561	0.9023918739586836	0.9027512783779293	0.902522161838499	0.8891132	0.89725757	0.9046624	0.91607326	0.9083127	0.90039206	13915.83003	
0.8906	0.9026	0.8968	0.8945440383973143	0.9021498806980538	0.8924103263260873	0.8567208	0.89871895	0.9236081	0.93586123	0.9056071	0.8632513	4,5	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/0	800	0.89591587	0.9046762	0.90163606	0.9008988432890953	0.9053726921216773	0.8984932816883592	0.8597078	0.8987701	0.92810845	0.9462357	0.91207296	0.87070966	8233.522854	
0.9022	0.9032	0.9036	0.9030723577165873	0.9032000136065491	0.9027049020700884	0.8877631	0.8956763	0.90343434	0.9189189	0.9108511	0.9019766	4,5	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/1	3200	0.8982759	0.89891595	0.899876	0.9002940700056368	0.9000277005567864	0.9002748973884236	0.8827464	0.8902019	0.89666665	0.9185535	0.9100728	0.9039123	14530.72813	
0.899	0.8988	0.8842	0.9000197815026265	0.8951512076723754	0.8749189722770325	0.88374805	0.9203238	0.94186044	0.916902	0.87131906	0.8168616	4,5	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/2	1000	0.90119606	0.90087605	0.8886756	0.9033722354558913	0.898459276461794	0.8813371513770396	0.8838705	0.9208736	0.943491	0.9237539	0.8771102	0.82686615	9338.38297	
0.9042	0.906	0.9054	0.9039502823264407	0.9050121297773273	0.9036855830407101	0.8987241	0.90684485	0.91241777	0.9092376	0.9031868	0.895119	4,5	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/3	3600	0.9043562	0.90399617	0.90383613	0.9055052607768791	0.9043367352307528	0.9034461074350518	0.8947204	0.90110415	0.9070893	0.9165533	0.9075926	0.899832	14912.244561	
0.9032	0.9036	0.9002	0.9048742006452659	0.903173947518022	0.8973884676853063	0.8823304	0.8995598	0.9152685	0.92860025	0.90681726	0.88019365	4,5	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx4-5_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/4	1400	0.90175605	0.90331614	0.9015161	0.9041971923085028	0.9036783390020489	0.8997067153103012	0.882241	0.90027	0.9165076	0.92727417	0.9071126	0.8835107	9270.325041	
0.9002	0.9024	0.8986	0.9035003101086496	0.9025948397204732	0.8962553735368297	0.8765478	0.9029553	0.9197816	0.9321628	0.9022346	0.8739026	6,7	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx6-7_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx6-7_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/0	1400	0.899036	0.90319616	0.900236	0.9021022321676023	0.9034625772918103	0.8979542155506341	0.87547994	0.9009468	0.91893476	0.9303944	0.9059925	0.87791026	9557.030157	
0.903	0.9024	0.9022	0.9056970511022755	0.9031361598424441	0.900871677144973	0.8832006	0.8984992	0.9155336	0.9293695	0.90782124	0.88667196	6,7	RNN	SENTIMENT/IMDB/DIRECT/RNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx6-7_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF_spRNN	aEDG_avfF_bs100_dF_b_clp5.0_cmAGGREGATE_cntxt0_dfidx6-7_dtF_ec_fc400_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth50_mtMULTICLASS_n10000_ns20_nfvF_rootfc_sm_sl500_st350_tkSTM_dataCORENLPNONERRECEMBMC20_teFLATGRU_ccF_tfidfF_vvrF_vvzF/1	1400	0.90179604	0.9049962	0.90367615	0.9043220734550109	0.9054425361442592	0.9021694793755287	0.88161093	0.90117294	0.9164672	0.9282343	0.9097528	0.8883111	9445.282621	
