add_heads	dev_best_accuracy_t33	dev_best_accuracy_t50	dev_best_accuracy_t66	dev_best_f1_t33	dev_best_f1_t50	dev_best_f1_t66	dev_best_precision_t33	dev_best_precision_t50	dev_best_precision_t66	dev_best_recall_t33	dev_best_recall_t50	dev_best_recall_t66	dev_file_indices	dir	path	run_desc	run_description	steps_train	test_accuracy_t33	test_accuracy_t50	test_accuracy_t66	test_f1_t33	test_f1_t50	test_f1_t66	test_precision_t33	test_precision_t50	test_precision_t66	test_recall_t33	test_recall_t50	test_recall_t66	time_s	tree_embedder
	0.84555554	0.8477778	0.8474074	0.7732463401034105	0.7712854703966896	0.765909092454624	0.7571885	0.77257526	0.7837209	0.79	0.77	0.7488889		RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/0	1224	0.8475746	0.8474393	0.8486571	0.7769969580577017	0.7710427442926462	0.767052005450669	0.7583076	0.77143437	0.787639	0.7966308	0.7706515	0.7475137	249.447072	
	0.84555554	0.8525926	0.84925926	0.7749595502367532	0.7788888812065125	0.7672955997627354	0.7534103	0.7788889	0.79034156	0.7977778	0.7788889	0.7455556		RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/1	1008	0.85427237	0.85508424	0.85494894	0.7867326806172636	0.7824497421886663	0.7768061504421139	0.7680263	0.783086	0.7973926	0.80637306	0.7818145	0.7572559	223.943627	
	0.85444444	0.8577778	0.85555553	0.789951897943303	0.7859531942386583	0.7743055526581074	0.7610711	0.7885906	0.807971	0.8211111	0.78333336	0.74333334		RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/2	720	0.8477099	0.8484541	0.84940124	0.7793785966147143	0.7722651725768784	0.7655361638507107	0.7536012	0.773681	0.79570836	0.8069819	0.7708545	0.7375685	183.836317	
	0.85888886	0.86444443	0.8607407	0.79680000629425	0.795986629883433	0.7829099332312399	0.7661539	0.7986577	0.81490386	0.83	0.79333335	0.75333333		RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/3	756	0.8449361	0.8475746	0.8467627	0.7753821643486757	0.7710133155607888	0.7615538131656009	0.74966836	0.7721906	0.7911199	0.80292267	0.76983964	0.7341181	181.619225	
	0.8381482	0.8485185	0.84	0.7686607036426794	0.7723984648611428	0.7476635481051054	0.73407483	0.7736901	0.7881773	0.8066667	0.77111113	0.7111111		RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx0-1_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/4	540	0.8367499	0.84033555	0.839862	0.7671524051712405	0.7597720104446543	0.7467636229331908	0.7312362	0.76209927	0.78959274	0.80677897	0.7574589	0.7083418	147.272605	
	0.8485185	0.8562963	0.8511111	0.7832538208428812	0.7839643811263751	0.7649122803495193	0.7487335	0.78571427	0.8074074	0.8211111	0.7822222	0.7266667	2,3	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/0	504	0.8397267	0.845139	0.84243286	0.7714423344939598	0.7665952799812732	0.7497582259639303	0.73519677	0.77028686	0.79657537	0.81144714	0.7629389	0.7081388	139.948561	
	0.84518516	0.85444444	0.8477778	0.784536101306483	0.780814250281649	0.7510599838099032	0.73173076	0.7838746	0.82556593	0.84555554	0.7777778	0.6888889	2,3	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/1	396	0.8374941	0.8474393	0.83817065	0.7745447406083272	0.7697805409193748	0.7346939147451353	0.720447	0.77444535	0.809978	0.8374264	0.7651715	0.6722143	124.316481	
	0.85074073	0.85962963	0.8525926	0.7820443551852891	0.7888579553110835	0.7725714120086358	0.7618546	0.79106146	0.7952941	0.80333334	0.7866667	0.7511111	2,3	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/2	756	0.8373588	0.83965904	0.83938843	0.7646368055673738	0.7590483637436914	0.7500526639038136	0.7386041	0.76044	0.7792606	0.79257154	0.7576619	0.72295517	174.195703	
	0.84	0.8440741	0.83962965	0.7689839397317677	0.7659811394897131	0.7498556193002829	0.7412371	0.76640713	0.7809868	0.79888886	0.76555556	0.7211111	2,3	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/3	720	0.8314728	0.83309656	0.8328259	0.7557124567205057	0.7492631544305657	0.7400315339938678	0.7311196	0.75040716	0.7682394	0.78201747	0.7481226	0.71382177	169.428402	
	0.8514815	0.8577778	0.85555553	0.7826558376337215	0.7864293262101657	0.7779043749056074	0.76402116	0.7873051	0.7978972	0.80222225	0.78555554	0.7588889	2,3	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx2-3_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/4	1116	0.8443948	0.84453017	0.8452067	0.7718706617553481	0.7663209331310175	0.762063273079321	0.75480115	0.76788265	0.7814033	0.7897301	0.76476556	0.7436574	223.159018	
	0.8522222	0.85851854	0.852963	0.7839739643951065	0.7875417263535828	0.7732724276221089	0.7645195	0.7884187	0.7955347	0.80444443	0.7866667	0.75222224	4,5	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/0	1008	0.8577904	0.86184967	0.8596847	0.792128210347697	0.7925639914085741	0.7839583226885952	0.77242047	0.79336995	0.8052643	0.8128679	0.79175967	0.76375073	207.931461	
	0.8377778	0.8337037	0.8388889	0.7689873329379431	0.7493021217025526	0.7424511088131519	0.7319277	0.75308645	0.7946768	0.81	0.7455556	0.69666666	4,5	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/1	540	0.83512616	0.8386442	0.83647925	0.7651989028896	0.7568063356455011	0.7394632219619459	0.72835654	0.76045084	0.78850573	0.8059671	0.75319666	0.696164	144.141665	
	0.8362963	0.84185183	0.8381482	0.7626208372384531	0.7626459030103492	0.7484167650205585	0.73804575	0.7630701	0.776583	0.7888889	0.76222223	0.7222222	4,5	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/2	720	0.8364116	0.8379	0.83952373	0.7628016323223782	0.7566029966183241	0.7504734003594203	0.7381811	0.7573724	0.77899104	0.78912115	0.7558352	0.72396994	168.836549	
	0.8292593	0.84185183	0.8292593	0.75926891374208	0.7613191657292462	0.7247761567097308	0.71625614	0.76602924	0.78322583	0.80777776	0.75666666	0.67444444	4,5	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/3	432	0.8349232	0.8434477	0.83884716	0.7688518723853952	0.7635397576172946	0.7377806889749979	0.7209096	0.7688825	0.8061102	0.8236249	0.75827074	0.6801299	132.847169	
	0.8274074	0.8322222	0.8277778	0.7547368828279502	0.7470686729741617	0.725663717570362	0.717	0.75084174	0.7735849	0.7966667	0.74333334	0.68333334	4,5	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx4-5_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/4	540	0.838103	0.84351534	0.8410121	0.7694383154723521	0.764532223342397	0.7476374467900687	0.7323918	0.76695263	0.7938427	0.8104323	0.76212704	0.70651513	146.541642	
	0.8574074	0.85888886	0.8574074	0.7917793556907109	0.7879799697317806	0.7801256441081176	0.7713382	0.78929764	0.8025852	0.81333333	0.7866667	0.7588889	6,7	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/0	936	0.84338003	0.8464921	0.8463568	0.7718986994798874	0.7692933577711348	0.7623233683586252	0.7500957	0.7707824	0.786949	0.7950071	0.76781005	0.7391922	201.263448	
	0.85962963	0.8607407	0.8618519	0.7985114123925466	0.7904124657455271	0.783265511513981	0.76554537	0.7930649	0.82095003	0.83444446	0.7877778	0.7488889	6,7	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/1	648	0.8377647	0.84033555	0.839862	0.7671844652262063	0.75996745592003	0.7482182949775056	0.7353434	0.7616718	0.78609747	0.80190784	0.75827074	0.71382177	160.883454	
	0.8559259	0.8603704	0.85814816	0.7880109289428882	0.7902058988568622	0.7830028099197474	0.773262	0.79152733	0.7988439	0.80333334	0.7888889	0.7677778	6,7	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/2	1224	0.8437183	0.8466274	0.8452743	0.7713324476586249	0.7697775646446336	0.7620930008273932	0.75285023	0.7703252	0.7816901	0.7907449	0.7692308	0.74345446	240.722466	
	0.85888886	0.86333334	0.8622222	0.793047233135261	0.7946577575050522	0.7883958857019682	0.7757705	0.7959866	0.8076923	0.8111111	0.79333335	0.77	6,7	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/3	1224	0.8390501	0.8412827	0.84067386	0.7641518630152526	0.7616338136040038	0.7549172610725124	0.74689925	0.7625636	0.77466893	0.7822204	0.7607063	0.73614776	240.363399	
	0.85851854	0.86296296	0.8607407	0.7946236108766023	0.7942158289919672	0.7836593573938296	0.76979166	0.7951002	0.8126492	0.8211111	0.79333335	0.75666666	6,7	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx6-7_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/4	828	0.84791285	0.8489953	0.8502131	0.7785657840326963	0.7731246168937776	0.767827135439031	0.75636363	0.774384	0.79431546	0.8021108	0.7718693	0.7430485	186.871855	
	0.83518517	0.8437037	0.8414815	0.7585458495399127	0.765294797031684	0.756264199097587	0.74125135	0.766147	0.7757009	0.77666664	0.7644445	0.73777777	8,9	RECNN	ENTAILMENT/SICK/EDGES/RECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx8-9_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF_spRECNN	a_avfF_bs100_dF_bPOS-NIFW-PAR_clp5.0_cmTREE_cntxt0_dfidx8-9_dtF_fc1000_kp0.9_kpb1.0_kpn1.0_leaffc0_lr0.001_lc-1_dpth20_mtMULTICLASS_n10000_ns20_nfvF_rootfc0_sm_sl50_st150_tkENTJ_dataCORENLPNONERRECEMBEDGESMC2_teHTUREDUCESUMMAPGRU_ccF_tfidfF_vvrF_vvzF/0	1260	0.8489953	0.85041606	0.85095733	0.7796208737996829	0.7753733845911006	0.7699697139767104	0.7590848	0.7762408	0.79290324	0.801299	0.7745078	0.7483255	246.224287	
